review,result
Under-tens are unlikely to be the only ones wondering what's going on; the story is an over-brainstormed botch job.,Fresh
Young children might find it a bit difficult to understand and adults too easy.,Rotten
"Like most acts of cruel mediocrity committed in the name of entertaining children, Igor presumably seemed like a good idea at the time.",Rotten
It is a pale impostor lacking in the three dimensional feel of Burton's animated classics.,Rotten
Production values are first rate considering the budget is much less than the kind Pixar or DreamWorks Animation routinely work with.,Rotten
I look forward to making it part of my regular Halloween movie viewing for many years to come.,Fresh
"I just didn't think there were anywhere close to enough laughs in this movie and that ultimately, as a comedy, is what it's got to deliver.",Rotten
It is not visually stimulating.,Rotten
"Itâ(TM)s a strange, dark little film with suicidal rabbits and brains in jars, stunted heroes and Frankenstein-like objects of love.",Fresh
"With a curly twist on the mad scientist concept, this subversively inventive animation bubbles over with originality and amusing dialogue.",Fresh
"Igor sends up all sorts of cliches, but -- by degenerating into a mawkish romance and a boring race against time -- it also becomes one.",Rotten
"If you are the type that wishes filmmaker Tim Burton still put his name to funky animated monstrosities like The Nightmare Before Christmas, then Igor will fit the bill just nicely.",Fresh
Igor celebrates a defiantly adolescent and suitably caricatured vision of mortality with the potential to have adults and special young malcontents in stitches.,Fresh
A fun time-killer for kids aged tween and up...,Fresh
"As far as goes its ability to stifle the young imagination, Igor has no recent competitor.",Rotten
Director Anthony Leondis needs to go back to the lab.,Rotten
"There's a lurking feeling that somewhere along the production line, nervous studio types ordered changes to make the movie more commercial.",Rotten
Igor has charm but misses a grand opportunity to evoke the world of James Whale when it would rather crib blatantly from Tim Burton.,Rotten
What is there not to love about IGOR? I can't think of a thing. IGOR is golden.,Fresh
fabulous,Fresh
"PETA activists will be apoplectic, but the pic is geared to more culturally open-minded viewers unacquainted with the subtleties of the corrida, revealing that it's a primitive though complex sport, and that Fandila is an athlete with a dancer's skills.",Fresh
". For all of its inherent gore and breathtaking surprises, ""The Matador"" is an essential window on the personality of an athlete working in an incredibly dangerous sport.",Fresh
"Issues of class don't matter to the filmmakers, who pride above all else Fandila's justifications for what he does, romanticizing the possibility of his dying while giving the bulls he dances with the shaft.",Rotten
"The Matador suffers from a very predictable, almost staged quality when capturing Fandila's unsequined life outside the ring.",Rotten
"The Matador reserves judgment while raising the core issue concerning this traditional ritual: deep, poetic cultural expression or glorified animal cruelty?",Fresh
One of the more comprehensive looks at bullfighting we've seen in this country.,Fresh
"Stunningly photographed in high-definition, The Matador evokes the art of a well-choreographed dance in its portrait of a brutal pseudo-sport.",Fresh
Mostly The Matador romanticizes a brutal tradition that has no place in the 21st century.,Rotten
"Stripping away centuries of civilization, The Matador confronts something primal in human nature, daring us to do the same.",Fresh
The film does a fine job constructing a timeless piece of work with a sharp-bladed cleaver and steady hand.,Fresh
"More observational than overtly critical, The Matador reveals the ways that violence defines a conventional, familiar, and increasingly scrutinized masculinity.",Fresh
"The Matador reserves judgment while raising the core issue concerning this traditional ritual: deep, poetic cultural expression or glorified animal cruelty?",Fresh
[The filmmakers] capture the paradox of beauty and cruelty that charges their entire film. The Matador is rightly exciting -- and unsettling.,Fresh
A no-frills documentary for those who romanticize bullfighting as both a sport and an art.,Rotten
"There's no Hitchcock in The Auteur, which is surprising considering the second syllable of the Master of Suspense's surname.",Fresh
"If you don't mind a lot of smutty gags mixed with a strange concoction of wit, warmth, and (yes) melodrama, I'm betting you'll become a fan of The Auteur.",Fresh
"Half of the laughs stem from X-rated spins on famous movie titles, but a gentle, less ironic humor also occasionally pokes through.",Fresh
"It's heart it's a goofy, smutty comedy about sex and the film industry, two of the most humorous topics out there.",Fresh
"too tame to be outrageous, too limp to be erotic, and too predictable to be in any way surprising",Rotten
"It's a one-joke affair that quickly abandons snarky, devilish wit and aims instead for easier, more obvious gags.",Rotten
"Frank Langella's note-perfect, tour-de-force turn as a man elegantly shaping his own demise is nicely counterpointed by a shambling Elliott Gould as a bird-watching private eye.",Fresh
Close but no cigar as a great international corporate mystery thriller slows to a crawl in a drawn out study of death. Frank Langella and Elliott Gould should have been used better.,Rotten
A tender evocation of youth that turns ponderous as it crawls towards a company's revenge on one of its executives.,Rotten
Multinational corporate terrorism as narrative second fiddle to mock sleuthing around via poetry and existential sweet nothings dropped into a voice concealment cell phone device. The Caller: Dial-up assisted suicide by gumshoe.,Rotten
Very few actors have the ability to make a silk purse out of a sow's ear and almost have you completely forget you're interacting with pork product. Frank Langella is one of these.,Rotten
Frank Langella and Elliot Gould lend gravitas to this enigmatic cat-and-mouse game which unfolds far too slowly with not enough of a dramatic payoff.,Rotten
"Sadly, The Caller, the second feature from director Richard Ledes, doesn't allow its leading men the luxury of their legacies, instead forcing a wan quasi-thriller in the space where a laidback character study should be.",Rotten
We're left to wonder why we're watching Gould scramble for clues to a mystery we've been given the solution to.,Rotten
"There's a vaguely appealing elegance to the way the film moves -- that is, when the actors stop spouting laughably portentous dialogue long enough for one to appreciate the film's pacing.",Rotten
"The Caller is a loopy, talky, 92-minute two-hander with Elliott Gould and Frank Langella (on a downward spiral following his juicy triumph in Frost/Nixon), written and directed by a force to forget called Richard Ledes.",Rotten
